"persons-name","persons-birth_date","persons-sources","persons-summary","persons-image","persons-name","organizations-name","organizations-classification","posts-label","posts-role","posts-cargonominal","posts-cargotipo","posts-cargoclase","posts-duracioncargo","memberships-label","memberships-role","memberships-cargonominal","memberships-start_date","memberships-end_date","memberships-end_date_accuracy","memberships-start_date_accuracy"
"Patricia Susana Gardella","","","","","Patricia Susana Gardella","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jose Ignacio Garcia Hamilton","","","","","Jose Ignacio Garcia Hamilton","Tucumán","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2009-05-18","",""
"Graciela Maria Giannetasio","","","","","Graciela Maria Giannetasio","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Silvana Myriam Giudici","","","","","Silvana Myriam Giudici","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Miguel Angel Giobergia","","","","","Miguel Angel Giobergia","Jujuy","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Carlos Gioja","","","","","Juan Carlos Gioja","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Claudia Fernanda Gil Lozano","","","","","Claudia Fernanda Gil Lozano","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Ruperto Eduardo Godoy","","","","","Ruperto Eduardo Godoy","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Dante González","","","","","Juan Dante González","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Christian Alejandro Gribaudo","","","","","Christian Alejandro Gribaudo","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Carlos Dante Gullo","","","","","Juan Carlos Dante Gullo","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"José Alberto Herrera","","","","","José Alberto Herrera","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Cynthia Liliana Hotton","","","","","Cynthia Liliana Hotton","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Vilma Lidia Ibarra","","","","","Vilma Lidia Ibarra","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Fernando Adolfo Iglesias","","","","","Fernando Adolfo Iglesias","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Eduardo Enrique Federico Kenny","","","","","Eduardo Enrique Federico Kenny","La Pampa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Victor Daniel Katz Jora","","","","","Victor Daniel Katz Jora","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Liliana Beatriz Korenfeld","","","","","Liliana Beatriz Korenfeld","Santa Cruz","Provincia","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Ruben Orfeo Lanceta","","","","","Ruben Orfeo Lanceta","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jorge Alberto Landau","","","","","Jorge Alberto Landau","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Maria Laura Leguizamon","","","","","Maria Laura Leguizamon","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Stella Maris Leverberg","","","","","Stella Maris Leverberg","Misiones","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Timoteo Llera","","","","","Timoteo Llera","Misiones","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Angel Rafael López","","","","","Angel Rafael López","Formosa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Maria Virginia Linares","","","","","Maria Virginia Linares","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Marcelo Eduardo Lopez Arias","","","","","Marcelo Eduardo Lopez Arias","Salta","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Eduardo Gabriel Macaluse","","","","","Eduardo Gabriel Macaluse","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Gustavo Angel Marconato","","","","","Gustavo Angel Marconato","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Carlos Lorges","","","","","Juan Carlos Lorges","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Claudio Raul Lozano","","","","","Claudio Raul Lozano","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Ana Zulema Luna De Marcos","","","","","Ana Zulema Luna De Marcos","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Heriberto Agustin Martinez Oddone","","","","","Heriberto Agustin Martinez Oddone","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Mario Humberto Martiarena","","","","","Mario Humberto Martiarena","Jujuy","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Mario Raul Merlo","","","","","Mario Raul Merlo","San Luis","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Paula Cecilia Merchan","","","","","Paula Cecilia Merchan","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Laura Gisela Montero","","","","","Laura Gisela Montero","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Carlos Moran","","","","","Juan Carlos Moran","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jorge Luciano Montoya","","","","","Jorge Luciano Montoya","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Antonio Arnaldo Maria Morante","","","","","Antonio Arnaldo Maria Morante","Chaco","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Manuel Amor Morejon","","","","","Manuel Amor Morejon","Chubut","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jorge Alberto Obeid","","","","","Jorge Alberto Obeid","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Alberto Nicolas Paredes Urquiza","","","","","Alberto Nicolas Paredes Urquiza","La Rioja","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Mario Pais","","","","","Juan Mario Pais","Chubut","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Raul Omar Paroli","","","","","Raul Omar Paroli","Catamarca","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Ariel Osvaldo Eloy Pasini","","","","","Ariel Osvaldo Eloy Pasini","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Mirta Ameliana Pastoriza","","","","","Mirta Ameliana Pastoriza","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Fabian Francisco Peralta","","","","","Fabian Francisco Peralta","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Guillermo Antonio Pereyra","","","","","Guillermo Antonio Pereyra","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jose Adrian Perez","","","","","Jose Adrian Perez","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jorge Raul Perez","","","","","Jorge Raul Perez","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-11-11","",""
"Ruben Hugo Perie","","","","","Ruben Hugo Perie","Corrientes","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-08-15","",""
"Julia Argentina Perie","","","","","Julia Argentina Perie","Misiones","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Ana Maria Perroni","","","","","Ana Maria Perroni","Corrientes","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Federico Pinedo","","","","","Federico Pinedo","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Sergio Damian Pinto","","","","","Sergio Damian Pinto","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Agustin Alberto Portela","","","","","Agustin Alberto Portela","Corrientes","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Hugo Nelson Prieto","","","","","Hugo Nelson Prieto","Neuquén","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Adriana Victoria Puiggros","","","","","Adriana Victoria Puiggros","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Marta Beatriz Quintero","","","","","Marta Beatriz Quintero","La Rioja","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Elsa Siria Quiroz","","","","","Elsa Siria Quiroz","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jesus Fernando Rejal","","","","","Jesus Fernando Rejal","La Rioja","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Sandra Adriana Rioboo","","","","","Sandra Adriana Rioboo","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Maria Fernanda Reyes","","","","","Maria Fernanda Reyes","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Jorge Rivas","","","","","Jorge Rivas","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Evaristo Arturo Rodríguez","","","","","Evaristo Arturo Rodríguez","Santa Cruz","Provincia","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Maria Graciela De La Rosa","","","","","Maria Graciela De La Rosa","Formosa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Cipriana Lorena Rossi","","","","","Cipriana Lorena Rossi","Río Negro","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Alejandro Luis Rossi","","","","","Alejandro Luis Rossi","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Ramón Ruiz","","","","","Ramón Ruiz","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2010-09-20","",""
"Lidia Elsa Satragno","","","","","Lidia Elsa Satragno","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Carlos Scalesi","","","","","Juan Carlos Scalesi","Río Negro","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Ruben Dario Sciutto","","","","","Ruben Dario Sciutto","Tierra del Fuego","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Adela Rosa Segarra","","","","","Adela Rosa Segarra","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Gustavo Eduardo Serebrinsky","","","","","Gustavo Eduardo Serebrinsky","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Juan Carlos Sluga","","","","","Juan Carlos Sluga","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Felipe Carlos Solá","","","","","Felipe Carlos Solá","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2009-05-01","",""
"Hilda Clelia Aguirre De Soria","","","","","Hilda Clelia Aguirre De Soria","La Rioja","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Silvia Storni","","","","","Silvia Storni","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Geronimo Vargas Aignasse","","","","","Geronimo Vargas Aignasse","Tucumán","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
"Silvia Beatriz Vazquez","","","","","Silvia Beatriz Vazquez","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","2007-12-10","2011-12-09","",""
